"","DISTRICT","UPAZILLA","UNION","MOUZA","RL","LATITUDE","LONGITUDE","GWL04","GWL05","GWL06","GWL07","GWL08","GWL09","GWL10","GWL11","GWL12","GWL13","GWL14","GWL15","GWL16","GWL17","GWL18","Type","Median","Aspect","Curvature","Drainage_density","Elevation","Distance_from_stream","lithology","Plan_curvature","Profile_curvature","Slope","SPI","STI","TWI","TRI","SoilSy","FID"
"1556","Faridpur","Alfadanga","Bana",NA,NA,23.265,89.671,NA,NA,7.3152,NA,6.4008,6.4008,NA,NA,6.096,NA,NA,NA,NA,NA,5.5626,"DPHE",6.4008,143.13,0,0.0983688,9,1295.57,9,0.0540788,0.0540788,2.35405,3.65251928655222,3.53730589984228,5.90465504234503,10.9545,0.0300081,1636
"1557","Chandpur","Chandpur Sadar","Kalyanpur","Dasadi",3.32,23.26571,90.66088,5.2,NA,NA,NA,NA,NA,3.17,3.51,3.39,3.45,NA,NA,NA,3.90991,NA,"BADC",3.48,-1,0,0.0873079,0,4452.95,12,0,0,0,3.01653307814311,0.25725424351615,11.6699292137799,0,0.0460084,1637
"1558","Comilla","Barura","Dakshin Payalgachha","Dakshin Badarpur",5.35,23.26582,91.02602,9.3,NA,NA,NA,NA,NA,6.2,6.28,6.55,6.78,NA,NA,NA,4.24202,NA,"BADC",6.415,-1,0,0.0597232,9,1868.93,14,0,0,0,2.39749386973689,0.177441565315497,11.0508900053737,6.32456,0.0299325,1638
"1559","Jessore","Baghar para","Jamdia",NA,NA,23.266,89.36,NA,NA,NA,NA,7.3152,7.3152,7.62,NA,6.144768,NA,7.3152,NA,NA,6.096,NA,"DPHE",7.3152,348.69,-0.108158,0.13503,8,4595.1,5,0,0.108158,1.20084,3.71049703213838,2.34994318607498,7.23253173423813,7.54983,0.0297469,1639
"1560","Rajbari","Bhedarganj","Sultanpur",NA,NA,23.267,90.496,NA,NA,5.4864,NA,6.096,6.4008,7.62,6.7056,5.7912,NA,NA,NA,NA,NA,8.5344,"DPHE",6.4008,108.435,-0.108158,0.0853108,8,4318.54,8,0,0.108158,0.744795,2.58557898366184,0.884612559480236,6.97105604793257,7.54983,0.0392643,1641
"1561","Madaripur","Shibchar","Ditio Khando",NA,NA,23.267,90.21,NA,NA,5.1816,NA,5.4864,5.7912,NA,5.7912,5.434584,5.4864,5.4864,NA,NA,5.4864,NA,"DPHE",5.4864,108.435,0.43263,0.0874138,9,2497.22,8,0.286617,-0.146013,2.23338,3.60203871883734,3.31300325553665,5.9550769031371,7.14143,0.0295166,1642
"1562","Chandpur","Chandpur Sadar","Ashikati","Ashikati",3.25,23.26757,90.70868,5,NA,NA,NA,NA,NA,3.2,3.55,3.75,3.35,NA,NA,NA,4.32929,NA,"BADC",3.65,245.556,-0.324473,0.102235,9,5028.92,6,0,0.324473,2.84368,6.66792204618868,24.5231103481859,8.55594760807387,13.2288,0.0426637,1643
"1563","Jessore","Kotwali","Lebutala","Bir Narayanpur",6.2732,23.26882,89.21877,7.32,NA,NA,NA,NA,NA,6.45,6.95,7.38,7.8,NA,NA,NA,6.24667,NA,"BADC",7.135,156.801,0.108158,0.0501485,12,361.248,9,0.108158,0,1.79322,3.39281091905783,2.52496573656656,6.16411568020592,12,0.0301204,1645
"1564","Comilla","Chauddagram","Shubhapur","Ballar Char",8.38,23.26979,91.2396,7.38,NA,NA,NA,NA,NA,8.32,7.72,7.78,7.84,NA,NA,NA,7.61827,NA,"BADC",7.75,198.435,0.324473,0.0394858,13,1440.62,16,0.086526,-0.237947,1.48934,3.2177431680943,2.01143625704105,6.3390759276073,11.1803,0.0337941,1646
"1565","Gopalganj","Muksudpur","Pourashava",NA,NA,23.27,90.003,NA,5.4864,5.7912,NA,NA,7.3152,NA,NA,5.663184,NA,NA,NA,NA,5.7912,NA,"DPHE",5.7912,296.565,0.540788,0.0734534,10,5651,9,0.302841,-0.237947,2.10577,3.5457386541843,3.07953857504538,6.01131810903464,8,0.0284017,1648
"1566",NA,NA,NA,"JE033",NA,23.27,88.75,NA,4.44,4.45,4.9,3.745,4.12,4.89,4.29,6.05,7.31,6.535,NA,5.415,6.575,NA,"BWDB",4.895,90,-0.108158,0.012334,12,8557.1,9,0,0.108158,0.471065,5.5612445020696,4.00975170047332,10.7299428337391,10.583,0.03,1649
"1567","Shariatpur","Naria","Nosason",NA,NA,23.27,90.433,NA,NA,3.9624,3.9624,3.9624,3.9624,3.6576,NA,4.090416,4.2672,4.2672,NA,NA,3.6576,NA,"DPHE",3.9624,-1,0,0.0743583,8,5190,14,0,0,0,1.83787808180147,0.126833077615914,10.4912742174382,6,0.034814,1650
"1568",NA,NA,NA,"FA051",NA,23.27,89.92,4.545,2.935,3.22,2.36,3.975,2.67,2.375,2.6,3.04,4.16,2.3,1.42,2.67,0.875,3.14,"BWDB",2.67,-1,0,0.0943867,5,4863.33,9,0,0,0,2.39749386973689,0.177441565315497,11.0508900053737,3.31662,0.0276373,1651
"1569","Chandpur","Hajiganj","Rajargaon(S)",NA,NA,23.271,90.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7912,NA,NA,NA,NA,"DPHE",5.7912,90,0,0.111903,12,4371.46,6,0,0,0.471065,2.19394867208312,0.531714717553265,7.36264700375266,11.4891,0.0367434,1652
"1570","Narail","Lohagora","Lohagora",NA,NA,23.272,89.555,NA,NA,NA,NA,NA,NA,6.7056,NA,5.2578,NA,6.7056,NA,NA,6.4008,NA,"DPHE",6.5532,-1,0,0.108012,7,1620,5,0,0,0,3.28479706473779,0.30218011963696,11.9381932003746,3.87298,0.0299671,1653
"1571","Shariatpur","Naria","Naria Pourashava",NA,NA,23.272,90.36,NA,NA,4.8768,5.1816,5.1816,4.8768,4.2672,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",4.8768,26.5651,-0.108158,0.0762761,8,7247.41,5,0,0.108158,1.05324,5.19946331956426,5.27781675142679,8.96240448404692,7.54983,0.0320454,1654
"1572","Chandpur","Hajiganj","Hatila (E)",NA,NA,23.275,90.881,NA,NA,6.096,9.7536,8.2296,8.8392,NA,NA,9.144,NA,6.7056,NA,NA,NA,NA,"DPHE",8.5344,-1,0,0.108003,8,3683.29,14,0,0,0,4.36360672610972,0.577269402167904,13.0170028617465,10.247,0.0318399,1655
"1573","Jessore","Jessore sadar","Kachua",NA,NA,23.275,89.235,NA,NA,NA,NA,8.2296,9.7536,9.4488,NA,7.9248,NA,NA,NA,NA,8.2296,NA,"DPHE",8.2296,348.69,0.216315,0.0641231,14,1355.32,9,0.0811181,-0.135197,1.20084,3.01734985157843,1.5503843119464,6.53938455367818,12.49,0.0300892,1656
"1574","Chandpur","Matlab","UpadiSouth",NA,NA,23.275,90.743,NA,NA,4.8768,7.0104,7.0104,7.0104,NA,7.0104,NA,5.7912,5.7912,NA,NA,6.096,NA,"DPHE",6.5532,-1,0,0.11061,8,7194.81,6,0,0,0,1.55019600934969,0.106725768032964,10.2035921449865,8.94427,0.0396592,1657
"1575","Chandpur","Chandpur","Ashikati",NA,NA,23.275,90.671,NA,NA,NA,5.1816,4.8768,5.4864,NA,NA,4.572,NA,4.8768,NA,NA,NA,NA,"DPHE",4.8768,194.036,0.216315,0.0999483,13,5340.34,12,0.216315,0,1.94155,3.4683004546366,2.78500113616224,6.08868544005149,12.49,0.0454659,1658
"1576","Gopalganj","Kashiani","Maheshpur","Ghoshkandi",5.5285,23.27522,89.78045,4.3,NA,NA,NA,NA,NA,3,3.07,3.11,3.16,NA,NA,NA,5.89519,NA,"BADC",3.135,111.038,-0.216315,0.0889502,8,1972.26,9,-0.0919339,0.124381,3.27709,5.58177906944897,14.0655691921676,7.19481828383655,13.2665,0.029542,1659
"1577","Madaripur","Shibchar","Char Janajat",NA,NA,23.276,90.176,NA,5.4864,5.7912,NA,5.1816,4.8768,NA,4.8768,4.8768,4.572,4.572,NA,NA,5.4864,NA,"DPHE",4.8768,-1,0,0.0898498,7,3210,8,0,0,0,3.58707793661073,0.362270722795136,12.2404740722475,3.87298,0.0293339,1660
"1578","Chandpur","Kachua","Ashrafpur","Ashrafpur",5.34,23.27649,90.97458,11.81,NA,NA,NA,NA,NA,3.49,4.25,4.18,3.22,NA,NA,NA,2.41018,NA,"BADC",3.835,93.8141,-0.216315,0.0929909,11,3406.95,14,-0.216315,0,3.53642,5.43280581197129,13.5434709508929,6.89768944324876,12,0.0298909,1661
"1579","Comilla","Choudyagram","Gholpasha",NA,NA,23.277,91.288,NA,NA,7.9248,6.4008,9.144,8.8392,NA,9.7536,NA,NA,NA,NA,NA,NA,NA,"DPHE",8.8392,329.036,-0.216315,0.0367491,10,3483.23,17,-0.0270394,0.189276,1.37315,7.53624030953112,25.4534519411008,10.809440952707,9.38083,0.0344016,1662
"1580","Gopalganj","Muksudpur","Bansbaria",NA,NA,23.277,89.897,NA,5.4864,5.7912,NA,4.8768,6.4008,NA,NA,4.139184,NA,NA,NA,NA,4.8768,NA,"DPHE",5.1816,285.945,-0.324473,0.0871179,8,6177.38,9,-0.0890709,0.235402,3.4254,4.70857197347169,8.582809059614,6.23554803888054,10.3923,0.0276468,1663
"1581","Shariatpur","Shariatpur sadar","Vumkhara",NA,NA,23.277,90.256,NA,NA,4.572,4.572,4.572,4.572,3.9624,NA,4.2672,4.2672,4.572,NA,NA,4.2672,NA,"DPHE",4.572,180,-0.108158,0.0889149,8,6440.5,8,0,0.108158,0.942067,3.89409659787188,2.24648118196614,7.85980081130418,9.74679,0.0301258,1664
"1582","Gopalganj","Kashiani","Kashiani",NA,NA,23.279,89.783,NA,5.7912,5.7912,NA,5.1816,5.4864,5.4864,5.4864,5.919216,5.7912,5.7912,NA,NA,5.4864,NA,"DPHE",5.6388,351.87,-0.108158,0.0858654,7,1594.8,9,0,0.108158,1.66504,5.7205528257692,9.71681760781862,8.6321166831047,10.9545,0.029542,1665
"1583","Madaripur","Shibchar","Banshkandi",NA,NA,23.279,90.067,NA,4.8768,5.4864,NA,5.1816,5.7912,NA,5.7912,5.535168,5.4864,5.4864,NA,NA,5.1816,NA,"DPHE",5.4864,0,-0.108158,0.0701894,6,420,9,0,0.108158,0.471065,2.19394867208312,0.531714717553265,7.36264700375266,6.7082,0.0279259,1666
"1584","Shariatpur","Naria","Dingamanik",NA,NA,23.279,90.393,NA,NA,3.9624,3.6576,3.9624,3.9624,3.6576,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",3.9624,-1,0,0.0733131,8,5649.65,5,0,0,0,0.451583720681576,0.0552073035815575,9.10497985631836,8.94427,0.0332082,1667
"1585","Jessore","Chowgacha","Narayanpur",NA,NA,23.28,89.048,NA,NA,NA,NA,6.7056,6.096,5.7912,NA,7.4676,NA,NA,NA,NA,8.2296,NA,"DPHE",6.7056,-1,0,0.0625734,10,3377.37,9,0,0,0,2.75416881367562,0.219784234227418,11.4075649493124,11.1803,0.0303653,1670
"1586",NA,NA,NA,"JES18",NA,23.28,88.87,NA,3.935,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWDB",4.2775,146.31,0.108158,0.0351885,10,2289.65,5,0.129789,0.0216315,1.69799,3.34116550051426,2.36117192263948,6.21572538902561,9.38083,0.0301418,1671
"1587",NA,NA,NA,"CM016",NA,23.28,90.66,3.155,3.69,4.23,2.795,3.115,3.75,4.06,NA,2.73,3.52,3.59,NA,NA,NA,2.79,"BWDB",3.52,-1,0,0.0918103,0,5913.65,12,0,0,0,3.34195547857774,0.312723155061689,11.9953516142145,2,0.0460084,1672
"1588","Comilla","Laksam","Perul","Utsab Padua",7.74,23.2802,91.14113,7.96,NA,NA,NA,NA,NA,6.59,6.75,7.13,7.78,NA,NA,NA,5.24048,NA,"BADC",6.94,146.31,0.108158,0.0503129,11,9417.56,14,0.129789,0.0216315,1.69799,3.34116550051426,2.36117192263948,6.21572538902561,8.30662,0.0316689,1673
"1589","Chandpur","Matlab","Dakshin Upadi","Gonsaipur",4.55,23.28192,90.73863,5.7,NA,NA,NA,NA,NA,3.47,3.51,3.63,3.51,NA,NA,NA,1.99234,NA,"BADC",3.51,-1,0,0.11033,8,6836.38,6,0,0,0,2.6488082980178,0.206320338492878,11.3022044336546,8.94427,0.0394163,1674
"1590","Comilla","Laksam","Perul",NA,NA,23.282,91.146,NA,NA,8.5344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",8.5344,315,0,0.0490331,10,8945.94,14,0,0,0.333097,3.52683119938149,0.974841875969785,9.2486262333507,8.30662,0.0327265,1675
"1591","Shariatpur","Shariatpur sadar","Palnong",NA,NA,23.283,90.313,NA,NA,3.048,3.3528,3.048,4.8768,4.572,NA,4.1148,4.572,4.572,NA,NA,3.048,NA,"DPHE",4.1148,35.5377,-0.324473,0.0930776,11,8519.68,9,-0.0648945,0.259578,2.02533,4.60716597379934,5.6727595994721,7.14707996755528,10.7238,0.0311396,1676
"1592","Shariatpur","Naria","Char Atra",NA,NA,23.284,90.452,NA,NA,3.3528,3.048,2.7432,2.7432,2.4384,NA,NA,3.9624,3.9624,NA,NA,3.9624,NA,"DPHE",3.2004,258.69,0.324473,0.0712586,9,3654.22,14,0.216315,-0.108158,1.20084,3.01734985157843,1.5503843119464,6.53938455367818,8.94427,0.0369374,1677
"1593","Faridpur","Alfadanga","Gopalpur","Kuchiagram",4.804,23.28402,89.68035,4.65,NA,NA,NA,NA,NA,4.3,4.21,4.68,4.43,NA,NA,NA,5.01836,NA,"BADC",4.54,0,-0.324473,0.0889478,10,1840.54,9,-0.216315,0.108158,0.471065,2.88709585264307,0.805928806052881,8.0557941843126,8.94427,0.0300326,1678
"1594","Magura","Shalikha","Bunagati",NA,NA,23.285,89.472,NA,8.5344,NA,NA,7.62,9.4488,NA,NA,8.430768,NA,8.5344,NA,NA,8.8392,NA,"DPHE",8.5344,180,0.324473,0.124889,13,2880.16,5,0.216315,-0.108158,2.82417,3.82804724393925,4.44176019299792,5.72938408359193,14.4222,0.03,1679
"1595","Jhenaidah","Kaliganj","Jamal",NA,NA,23.285,89.145,NA,7.62,NA,NA,6.7056,7.9248,8.2296,8.2296,7.60476,6.7056,7.62,NA,NA,7.3152,NA,"DPHE",7.62,264.806,0.108158,0.0600068,16,5812.57,9,0,-0.108158,2.59982,3.74809340772771,4.00426794437309,5.80920965920301,14.9666,0.0302111,1680
"1596","Chandpur","Kachua","Gohat(S)",NA,NA,23.287,90.925,NA,NA,12.000586,13.250647,11.200547,11.500561,NA,NA,4.018971,NA,3.9624,NA,NA,NA,NA,"DPHE",11.350554,225,0,0.106531,9,7390.3,14,0,0,0.333097,1.91739328694739,0.371152315363011,7.6391883209166,7.54983,0.0303653,1681
"1597","Chandpur","Hajiganj","Dakshin Kalocho","Saidpur",4.78,23.28777,90.81036,7.7,NA,NA,NA,NA,NA,3.86,3.48,2.92,3.11,NA,NA,NA,5.10582,NA,"BADC",3.67,258.69,-0.108158,0.105954,10,1690.68,14,0,0.108158,1.20084,5.65640718119369,7.55294264143206,9.17844188329344,9.79796,0.0353406,1682
"1598","Dhaka","Tejgaon","Sultangonj",NA,NA,23.288,89.695,NA,NA,NA,NA,NA,NA,NA,NA,27.992832,28.6512,28.3464,NA,NA,NA,NA,"DPHE",28.3464,98.1301,0,0.0920614,14,3377.37,9,0,0,1.66504,3.32265755297083,2.30509293516876,6.23422141030633,12.49,0.0300006,1683
"1599","Shariatpur","Jazira","Bilashpur",NA,NA,23.288,90.248,NA,NA,3.9624,3.9624,3.9624,3.9624,3.9624,NA,4.315968,4.572,5.1816,NA,NA,4.2672,NA,"DPHE",3.9624,315,0,0.0931519,8,6577.32,8,0,0,0.333097,8.06372254461629,14.8300393197486,13.7855175785855,11.4891,0.0301889,1684
"1600","Jessore","Chaugachha","Jagadishpur","Kandi",8.3,23.2882,89.08052,4.97,NA,NA,NA,NA,NA,5.1,5.69,5.38,5.62,NA,NA,NA,6.62722,NA,"BADC",5.5,-1,0,0.0725389,11,6690,9,0,0,0,3.54262617403989,0.352736291368829,12.1960223096767,0,0.0303542,1685
"1601","Jessore","Chaugachha","Jagadishpur","Kandi",8.3,23.2882,89.08052,4,NA,NA,NA,NA,NA,5.1,5.69,5.38,5.62,NA,NA,NA,5.70053,NA,"BADC",5.5,-1,0,0.0725389,11,6690,9,0,0,0,3.54262617403989,0.352736291368829,12.1960223096767,0,0.0303542,1686
"1602","Comilla","Barura","Poyalgacha (N)",NA,NA,23.289,91.029,NA,7.3152,8.2296,NA,NA,NA,9.7536,NA,5.1816,NA,5.7912,NA,NA,NA,NA,"DPHE",7.3152,-1,0,0.0539684,9,1176.14,14,0,0,0,3.01653307814311,0.25725424351615,11.6699292137799,6.32456,0.0300957,1687
"1603","Jhenaidah","Maheshpur","Banshbaria","Bhairaba",9.9692,23.28996,88.82365,5.97,NA,NA,NA,NA,NA,7.85,7.98,7.65,8,NA,NA,NA,6.99999,NA,"BADC",7.75,180,-0.108158,0.012334,9,953.415,5,0,0.108158,0.942067,5.19337958200214,4.89852854642365,9.15908379543444,9.38083,0.03,1688
"1604","Jhenaidah","Maheshpur","Banshbaria","Bhairaba",9.9692,23.28996,88.82365,5.57,NA,NA,NA,NA,NA,7.85,7.98,7.65,8,NA,NA,NA,6.97677,NA,"BADC",7.75,180,-0.108158,0.012334,9,953.415,5,0,0.108158,0.942067,5.19337958200214,4.89852854642365,9.15908379543444,9.38083,0.03,1689
"1605","Chandpur","Hajiganj","Kalachow(N)",NA,NA,23.29,90.812,NA,NA,6.7056,9.7536,9.144,8.8392,NA,NA,6.096,NA,6.4008,NA,NA,NA,NA,"DPHE",7.7724,-1,0,0.104317,9,1395.56,14,0,0,0,2.06102163311568,0.14500351786312,10.7144177687525,9.38083,0.0339553,1690
"1606","Madaripur","Shibchar","Bondorkhola",NA,NA,23.29,90.153,NA,5.1816,5.7912,NA,5.7912,5.7912,NA,5.7912,5.739384,5.4864,5.7912,NA,NA,5.7912,NA,"DPHE",5.7912,135,0.648945,0.0904619,12,2970,8,0.324473,-0.324473,1.33216,3.11355988792055,1.75681904838566,6.44321096918382,10.3923,0.0290254,1691
"1607",NA,NA,NA,"FA034",NA,23.29,90.28,4.99,4.445,5.025,4.62,3.08,4.55,2.15,4.28,4.92,6.1,3.63,3.85,4.45,NA,NA,"BWDB",4.45,-1,0,0.104804,8,8407.71,8,0,0,0,3.01653307814311,0.25725424351615,11.6699292137799,6,0.0306378,1693
"1608","Comilla","Laksam","Bakai","Udhair",7.873,23.29157,91.09343,8.58,NA,NA,NA,NA,NA,6.69,6.76,6.83,7.66,NA,NA,NA,5.435,NA,"BADC",6.795,315,-0.216315,0.0465802,10,5426.02,14,-0.189276,0.0270394,0.999202,2.84887495497182,1.24555512317368,6.70781030133492,10.7238,0.0318112,1694
"1609","Jhenaidah","Moheshpur","Mandarbaria",NA,NA,23.293,88.78,NA,NA,NA,6.7056,6.4008,6.4008,5.7912,6.096,7.110984,NA,7.0104,NA,NA,5.4864,NA,"DPHE",6.4008,315,0,0.012334,10,4883.37,9,0,0,0.333097,3.0160055756155,0.717504991994625,8.73780060958471,6.63325,0.03,1695
"1610","Gopalganj","Muksudpur","Bohugram",NA,NA,23.293,89.83,NA,5.1816,5.7912,NA,5.1816,6.4008,NA,NA,4.468368,NA,NA,NA,NA,4.8768,NA,"DPHE",5.1816,149.036,0,0.0647359,12,3241.39,9,-0.0270394,-0.0270394,1.37315,3.14179115485868,1.82245023237295,6.41499179803455,12,0.0290391,1696
"1611","Gopalganj","Muksudpur","Bhabrasur",NA,NA,23.294,90,NA,4.8768,6.4008,NA,5.1816,7.0104,NA,NA,4.468368,NA,NA,NA,NA,4.8768,NA,"DPHE",5.0292,278.13,0,0.0751526,9,4908.46,9,0,0,1.66504,4.42126984163894,4.45616427416731,7.33283369897444,10.3923,0.0291417,1697
"1612","Khagrachhari","Panchari","Logang",NA,NA,23.295,91.885,NA,NA,13.4112,NA,13.4112,14.0208,NA,NA,13.996416,2.1336,2.1336,NA,NA,2.4384,NA,"DPHE",13.4112,135,0.43263,0.0418487,85,1015.14,18,0.162236,-0.270394,1.9978,3.49550396453083,2.88512065857289,6.06150558677894,45.1774,0.0629595,1699
"1613","Comilla","Choudyagram","Sreepur",NA,NA,23.295,91.234,NA,NA,8.5344,7.3152,9.7536,7.9248,NA,9.7536,NA,NA,NA,NA,NA,NA,NA,"DPHE",8.5344,168.69,0.108158,0.0324037,11,429.535,16,0,-0.108158,1.20084,4.40364421269832,3.56184781749207,7.92567891479807,9.79796,0.034867,1700
"1614","Shariatpur","Naria","Kharisar",NA,NA,23.295,90.423,NA,NA,4.2672,4.2672,4.2672,5.1816,4.572,NA,NA,NA,NA,NA,NA,NA,NA,"DPHE",4.2672,71.565,0.324473,0.0705273,9,2552.12,14,0.216315,-0.108158,0.744795,2.58557898366184,0.884612559480236,6.97105604793257,10.247,0.0358367,1701
"1615","Magura","Shalikha","Dhoneshwarpati",NA,NA,23.297,89.382,NA,7.3152,NA,NA,7.0104,8.8392,NA,NA,8.583168,NA,8.8392,NA,NA,8.5344,NA,"DPHE",8.558784,78.6901,0.108158,0.133707,11,4667,9,0,-0.108158,1.20084,4.62678776401253,4.07212750283861,8.14882246611228,11.4891,0.03,1702
"1616","Shariatpur","Naria","Jabsha",NA,NA,23.297,90.475,NA,NA,4.2672,4.2672,3.9624,4.572,4.2672,NA,4.748784,4.8768,4.8768,NA,NA,4.2672,NA,"DPHE",4.2672,270,-0.108158,0.0679798,12,1867.24,14,0,0.108158,0.942067,4.18177867032366,2.66972191783148,8.14748288375596,13.7477,0.0393049,1703
"1617","Magura","Shalikha","Shalikha","Sarusona",6.6261,23.29741,89.40137,7.15,NA,NA,NA,NA,NA,6.52,6.66,6.8,6.96,NA,NA,NA,6.86453,NA,"BADC",6.832265,284.036,0,0.138489,11,3739.55,9,0,0,1.94155,4.16144763519655,4.2212723598314,6.78183262061143,12,0.03,1704
"1618","Narail","Lohagora","Kashipur",NA,NA,23.298,89.588,NA,NA,NA,NA,NA,NA,7.62,NA,5.687568,NA,7.62,NA,NA,6.7056,11.5824,"DPHE",7.62,0,0.43263,0.0928962,13,1827.05,9,0.216315,-0.216315,1.41294,3.1684550356291,1.88668513248183,6.38833998561639,11.4891,0.0300652,1705
"1619","Comilla","Chauddagram","Sreepur","Bagair",8.78,23.2995,91.23465,9.78,NA,NA,NA,NA,NA,8.25,7.82,7.7,7.88,NA,NA,NA,7.81337,NA,"BADC",7.85,135,0,0.0310655,10,210,16,0,0,0.333097,3.70915275617545,1.08753420292016,9.43094779014466,9.79796,0.034867,1706
"1620","Chandpur","Chandpur Sadar","Bishnupur","Lalpur",3.3,23.29952,90.65955,4.6,NA,NA,NA,NA,NA,3.28,3.53,3.74,3.31,NA,NA,NA,3.8585,NA,"BADC",3.635,75.9638,-0.216315,0.104554,9,7991.72,12,0,0.216315,1.94155,4.16144763519655,4.2212723598314,6.78183262061143,10.247,0.0463364,1707
"1621","Jessore","Bagher Para","Bandabilla","Nimta",4.5452,23.29971,89.28686,6.24,NA,NA,NA,NA,NA,6.48,6.65,6.95,7.44,NA,NA,NA,6.69306,NA,"BADC",6.67153,225,-0.108158,0.135889,9,6427.36,9,0,0.108158,0.666172,5.53240125258595,4.84100724614136,10.1132657924144,10.247,0.0299841,1708
"1622","Comilla","Laksam","Bakai",NA,NA,23.3,91.098,NA,NA,8.2296,9.144,8.5344,9.144,NA,NA,NA,8.2296,8.8392,NA,NA,14.9352,NA,"DPHE",8.8392,0,0.324473,0.0388053,12,5587.82,14,0.216315,-0.108158,1.41294,3.1684550356291,1.88668513248183,6.38833998561639,7.93725,0.0318112,1709
"1623","Jessore","Chowgacha","Fulsara",NA,NA,23.3,89.073,NA,NA,NA,NA,7.0104,7.0104,6.7056,NA,7.62,NA,NA,NA,NA,8.2296,NA,"DPHE",7.0104,0,-0.108158,0.0763925,11,5801.88,9,0,0.108158,0.471065,8.18291008897299,19.3313604592844,13.3516084206425,4.79583,0.0303646,1710
"1624","Jhenaidah","Jhenaidah sadar","Saganna",NA,NA,23.3,89.18,NA,NA,NA,5.4864,7.0104,7.0104,7.62,7.3152,6.906768,7.0104,7.0104,NA,NA,NA,NA,"DPHE",7.0104,-1,0,0.0425509,10,2280.79,9,0,0,0,1.14473090124152,0.0836786246309356,9.7981270368783,4.58258,0.0301733,1711
"1625","Chandpur","Chandpur","Bisnupur",NA,NA,23.3,90.675,NA,NA,NA,7.9248,6.4008,6.7056,NA,NA,4.367784,NA,4.2672,NA,NA,NA,NA,"DPHE",6.4008,-1,0,0.106252,10,8041.18,6,0,0,0,0.451583720681576,0.0552073035815575,9.10497985631836,9.38083,0.0457218,1712
"1626","Chandpur","Matlab","UpadiNorth",NA,NA,23.3,90.735,NA,NA,4.8768,7.0104,7.0104,7.0104,NA,7.0104,NA,5.4864,5.7912,NA,NA,5.7912,NA,"DPHE",6.4008,71.565,-0.108158,0.10953,9,4930.42,6,0,0.108158,0.744795,5.07048563344984,3.92881743763025,9.45596269772057,13.8564,0.0410195,1713
"1627","Madaripur","Shibchar","Bhadrasan",NA,NA,23.3,90.058,NA,4.8768,4.8768,NA,5.1816,5.7912,NA,5.7912,5.4864,5.1816,5.1816,NA,NA,5.4864,NA,"DPHE",5.1816,198.435,-0.108158,0.0727882,6,840.536,9,0,0.108158,0.744795,6.64602199420826,10.1113675464858,11.031499058479,8,0.0320202,1714
"1628","Gopalganj","Muksudpur","Khandarpara",NA,NA,23.3,89.898,NA,4.8768,5.7912,NA,5.4864,NA,NA,NA,4.773168,NA,NA,NA,NA,4.8768,NA,"DPHE",4.8768,243.435,-0.108158,0.0912465,6,8523.49,9,0,0.108158,1.05324,3.59002540713016,2.00942732933485,7.35296657161282,5.2915,0.0282323,1715
"1629",NA,NA,NA,"FA023",NA,23.3,90.38,4.22,3.965,4.78,4.19,4.55,4.58,4.31,3.9,4.57,4.63,4.5,4.92,3.77,3.82,2.92,"BWDB",4.31,281.31,-0.216315,0.0653415,8,4626.23,5,0,0.216315,1.20084,9.41261144969388,71.9275816374958,12.9346461517936,6,0.0333352,1716
"1630",NA,NA,NA,"CM058",NA,23.3,91.03,3.72,2.54,3.84,4.165,3.855,4.26,4.89,NA,5.64,2.69,NA,3.495,NA,NA,NA,"BWDB",3.8475,-1,0,0.0553168,9,550.727,14,0,0,0,4.91749183933616,0.804837285346777,13.5708879749729,7.93725,0.0300957,1717
"1631","Khagrachhari","Dighinala","Babuchara",NA,NA,23.301,92.037,NA,NA,NA,NA,5.7912,5.1816,NA,NA,5.1054,5.1816,5.1816,NA,NA,5.1816,NA,"DPHE",5.1816,194.036,-0.108158,0.111351,50,690,23,0.11452,0.222677,3.87866,5.52301638723927,15.2207790920397,6.80774404525553,41.1704,0.0527729,1719
"1632","Gopalganj","Muksudpur","Dignagar","Badusa",5.9435,23.30297,89.98582,3.73,NA,NA,NA,NA,NA,3.158,3.2,3.24,3.29,NA,NA,NA,5.61973,NA,"BADC",3.265,33.6901,-0.216315,0.0749922,5,5617.7,9,-0.0540788,0.162236,1.69799,5.64375059350831,9.39999473312367,8.51831048201966,7.48331,0.0295565,1720
"1633","Chandpur","Hajiganj","Uttar Rajargaon","Rajargaon",4.35,23.30317,90.76788,7.35,NA,NA,NA,NA,NA,3.88,3.39,3.26,3.18,NA,NA,NA,3.58828,NA,"BADC",3.48914,149.036,0.216315,0.108156,12,4823.94,6,0.189276,-0.0270394,1.37315,3.14179115485868,1.82245023237295,6.41499179803455,11.4891,0.0377335,1721
